timestamp,uV
1651668596040.3691,9.0
1651668596040.371,19.0
1651668596040.373,106.0
1651668596040.375,16.0
1651668596040.377,6.0
1651668596040.379,-102.0
1651668596040.3809,-67.0
1651668596040.3828,-101.0
1651668596040.3848,31.0
1651668596040.3867,46.0
1651668596040.3887,129.0
1651668596040.3906,55.0
1651668596040.3926,60.0
1651668596040.3945,-67.0
1651668596040.3965,-61.0
1651668596040.3984,-129.0
1651668596040.4004,-17.0
1651668596040.4023,9.0
1651668596040.4043,129.0
1651668596040.4062,67.0
1651668596040.4082,63.0
1651668596040.4102,-58.0
1651668596040.412,-56.0
1651668596040.414,-136.0
1651668596040.416,-38.0
1651668596040.418,-13.0
1651668596040.42,110.0
1651668596040.4219,78.0
1651668596040.4238,114.0
1651668596040.4258,6.0
1651668596040.4277,-13.0
1651668596040.4297,-126.0
1651668596040.4316,-60.0
1651668596040.4336,-50.0
1651668596040.4355,84.0
1651668596040.4375,68.0
1651668596040.4395,122.0
1651668596040.4414,11.0
1651668596040.4434,-6.0
1651668596040.4453,-115.0
1651668596040.4473,-51.0
1651668596040.4492,-46.0
1651668596040.4512,81.0
1651668596040.4531,79.0
1651668596040.455,139.0
1651668596040.457,45.0
1651668596040.459,37.0
1651668596040.461,-90.0
1651668596040.463,-63.0
1651668596040.4648,-90.0
1651668596040.4668,33.0
1651668596040.4688,45.0
1651668596040.4707,133.0
1651668596040.4727,38.0
1651668596040.4746,15.0
1651668596040.4766,-107.0
1651668596040.4785,-91.0
1651668596040.4805,-122.0
1651668596040.4824,17.0
1651668596040.4844,33.0
1651668596040.4863,118.0
1651668596040.4883,45.0
1651668596040.4902,39.0
1651668596040.4922,-98.0
1651668596040.4941,-97.0
1651668596040.496,-147.0
1651668596040.498,-27.0
1651668596040.5,-13.0
1651668596040.502,99.0
1651668596040.504,62.0
1651668596040.5059,73.0
1651668596040.5078,-46.0
1651668596040.5098,-49.0
1651668596040.5117,-133.0
1651668596040.5137,-51.0
1651668596040.5156,-38.0
1651668596040.5176,101.0
1651668596040.5195,85.0
1651668596040.5215,106.0
1651668596040.5234,-17.0
1651668596040.5254,-34.0
1651668596040.5273,-133.0
1651668596040.5293,-68.0
1651668596040.5312,-57.0
1651668596040.5332,97.0
1651668596040.5352,93.0
1651668596040.537,133.0
1651668596040.539,8.0
1651668596040.541,-20.0
1651668596040.543,-127.0
1651668596040.545,-85.0
1651668596040.5469,-57.0
1651668596040.5488,117.0
1651668596040.5508,79.0
1651668596040.5527,154.0
1651668596040.5547,56.0
1651668596040.5566,34.0
1651668596040.5586,-97.0
1651668596040.5605,-68.0
1651668596040.5625,-82.0
1651668596040.5645,45.0
1651668596040.5664,59.0
1651668596040.5684,136.0
1651668596040.5703,41.0
1651668596040.5723,27.0
1651668596040.5742,-101.0
1651668596040.5762,-69.0
1651668596040.5781,-113.0
1651668596040.58,-6.0
1651668596040.582,11.0
1651668596040.584,128.0
1651668596040.586,82.0
1651668596040.588,67.0
1651668596040.5898,-79.0
1651668596040.5918,-79.0
1651668596040.5938,-133.0
1651668596040.5957,-24.0
1651668596040.5977,-3.0
1651668596040.5996,100.0
1651668596040.6016,57.0
1651668596040.6035,82.0
1651668596040.6055,-50.0
1651668596040.6074,-69.0
1651668596040.6094,-148.0
1651668596040.6113,-56.0
1651668596040.6133,-47.0
1651668596040.6152,78.0
1651668596040.6172,52.0
1651668596040.6191,90.0
1651668596040.621,-25.0
1651668596040.623,-38.0
1651668596040.625,-134.0
1651668596040.627,-58.0
1651668596040.629,-58.0
1651668596040.6309,75.0
1651668596040.6328,67.0
1651668596040.6348,111.0
1651668596040.6367,1.0
1651668596040.6387,-13.0
1651668596040.6406,-107.0
1651668596040.6426,-45.0
1651668596040.6445,-67.0
1651668596040.6465,64.0
1651668596040.6484,75.0
1651668596040.6504,150.0
1651668596040.6523,37.0
1651668596040.6543,13.0
1651668596040.6562,-118.0
1651668596040.6582,-79.0
1651668596040.6602,-89.0
1651668596040.662,49.0
1651668596040.664,68.0
1651668596040.666,163.0
1651668596040.668,77.0
1651668596040.67,39.0
1651668596040.6719,-79.0
1651668596040.6738,-39.0
1651668596040.6758,-83.0
1651668596040.6777,42.0
1651668596040.6797,57.0
1651668596040.6816,140.0
1651668596040.6836,57.0
1651668596040.6855,62.0
1651668596040.6875,-78.0
1651668596040.6895,-85.0
1651668596040.6914,-133.0
1651668596040.6934,-23.0
1651668596040.6953,-9.0
1651668596040.6973,110.0
1651668596040.6992,62.0
1651668596040.7012,71.0
1651668596040.7031,-67.0
1651668596040.705,-68.0
1651668596040.707,-152.0
1651668596040.709,-58.0
1651668596040.711,-34.0
1651668596040.713,96.0
1651668596040.7148,67.0
1651668596040.7168,95.0
1651668596040.7188,-28.0
1651668596040.7207,-46.0
1651668596040.7227,-144.0
1651668596040.7246,-74.0
1651668596040.7266,-56.0
1651668596040.7285,95.0
1651668596040.7305,75.0
1651668596040.7324,117.0
1651668596040.7344,5.0
1651668596040.7363,-5.0
1651668596040.7383,-120.0
1651668596040.7402,-83.0
1651668596040.7422,-101.0
1651668596040.7441,35.0
1651668596040.746,44.0
1651668596040.748,115.0
1651668596040.75,23.0
1651668596040.752,12.0
1651668596040.754,-91.0
1651668596040.7559,-56.0
1651668596040.7578,-87.0
1651668596040.7598,38.0
1651668596040.7617,60.0
1651668596040.7637,144.0
1651668596040.7656,60.0
1651668596040.7676,38.0
1651668596040.7695,-98.0
1651668596040.7715,-56.0
1651668596040.7734,-79.0
1651668596040.7754,30.0
1651668596040.7773,34.0
1651668596040.7793,135.0
1651668596040.7812,86.0
1651668596040.7832,68.0
1651668596040.7852,-69.0
1651668596040.787,-51.0
1651668596040.789,-113.0
1651668596040.791,-13.0
1651668596040.793,5.0
1651668596040.795,119.0
1651668596040.7969,77.0
1651668596040.7988,99.0
1651668596040.8008,-46.0
1651668596040.8027,-60.0
1651668596040.8047,-133.0
1651668596040.8066,-36.0
1651668596040.8086,-25.0
1651668596040.8105,108.0
1651668596040.8125,86.0
1651668596040.8145,106.0
1651668596040.8164,-32.0
1651668596040.8184,-45.0
1651668596040.8203,-130.0
1651668596040.8223,-63.0
1651668596040.8242,-60.0
1651668596040.8262,82.0
1651668596040.8281,66.0
1651668596040.83,110.0
1651668596040.832,0.0
1651668596040.834,-31.0
1651668596040.836,-141.0
1651668596040.838,-90.0
1651668596040.8398,-94.0
1651668596040.8418,52.0
1651668596040.8438,55.0
1651668596040.8457,117.0
1651668596040.8477,15.0
1651668596040.8496,-7.0
1651668596040.8516,-133.0
1651668596040.8535,-83.0
1651668596040.8555,-91.0
1651668596040.8574,41.0
1651668596040.8594,42.0
1651668596040.8613,136.0
1651668596040.8633,66.0
1651668596040.8652,55.0
1651668596040.8672,-96.0
1651668596040.8691,-71.0
1651668596040.871,-83.0
1651668596040.873,33.0
1651668596040.875,45.0
1651668596040.877,144.0
1651668596040.879,67.0
1651668596040.8809,55.0
1651668596040.8828,-67.0
1651668596040.8848,-72.0
1651668596040.8867,-130.0
1651668596040.8887,-10.0
1651668596040.8906,27.0
1651668596040.8926,136.0
1651668596040.8945,71.0
1651668596040.8965,77.0
1651668596040.8984,-49.0
1651668596040.9004,-51.0
1651668596040.9023,-122.0
1651668596040.9043,-25.0
1651668596040.9062,-24.0
1651668596040.9082,97.0
1651668596040.9102,73.0
1651668596040.912,99.0
1651668596040.914,-25.0
1651668596040.916,-43.0
1651668596040.918,-127.0
1651668596040.92,-43.0
1651668596040.9219,-34.0
1651668596040.9238,84.0
1651668596040.9258,56.0
1651668596040.9277,99.0
1651668596040.9297,-20.0
1651668596040.9316,-38.0
1651668596040.9336,-145.0
1651668596040.9355,-75.0
1651668596040.9375,-82.0
1651668596040.9395,39.0
1651668596040.9414,37.0
1651668596040.9434,118.0
1651668596040.9453,20.0
1651668596040.9473,12.0
1651668596040.9492,-102.0
1651668596040.9512,-61.0
1651668596040.9531,-86.0
1651668596040.955,38.0
1651668596040.957,39.0
1651668596040.959,119.0
1651668596040.961,38.0
1651668596040.963,37.0
1651668596040.9648,-85.0
1651668596040.9668,-74.0
1651668596040.9688,-131.0
1651668596040.9707,-5.0
1651668596040.9727,28.0
1651668596040.9746,133.0
1651668596040.9766,66.0
1651668596040.9785,53.0
1651668596040.9805,-71.0
1651668596040.9824,-51.0
1651668596040.9844,-109.0
1651668596040.9863,5.0
1651668596040.9883,8.0
1651668596040.9902,119.0
1651668596040.9922,90.0
1651668596040.9941,100.0
1651668596040.996,-36.0
1651668596040.998,-45.0
1651668596041.0,-107.0
1651668596041.002,-10.0
1651668596041.004,-14.0
1651668596041.0059,93.0
1651668596041.0078,57.0
1651668596041.0098,97.0
1651668596041.0117,-36.0
1651668596041.0137,-58.0
1651668596041.0156,-125.0
1651668596041.0176,-50.0
1651668596041.0195,-67.0
1651668596041.0215,85.0
1651668596041.0234,71.0
1651668596041.0254,86.0
1651668596041.0273,-24.0
1651668596041.0293,-28.0
1651668596041.0312,-127.0
1651668596041.0332,-67.0
1651668596041.0352,-93.0
1651668596041.037,33.0
1651668596041.039,46.0
1651668596041.041,118.0
1651668596041.043,34.0
1651668596041.045,28.0
1651668596041.0469,-100.0
1651668596041.0488,-74.0
1651668596041.0508,-107.0
1651668596041.0527,23.0
1651668596041.0547,19.0
1651668596041.0566,103.0
1651668596041.0586,27.0
1651668596041.0605,24.0
1651668596041.0625,-98.0
1651668596041.0645,-72.0
1651668596041.0664,-111.0
1651668596041.0684,8.0
1651668596041.0703,15.0
1651668596041.0723,117.0
1651668596041.0742,53.0
1651668596041.0762,57.0
1651668596041.0781,-74.0
1651668596041.08,-71.0
1651668596041.082,-125.0
1651668596041.084,-18.0
1651668596041.086,-7.0
1651668596041.088,119.0
1651668596041.0898,86.0
1651668596041.0918,73.0
1651668596041.0938,-43.0
1651668596041.0957,-43.0
1651668596041.0977,-123.0
1651668596041.0996,-29.0
1651668596041.1016,-23.0
1651668596041.1035,107.0
1651668596041.1055,75.0
1651668596041.1074,99.0
1651668596041.1094,1.0
1651668596041.1113,-5.0
1651668596041.1133,-105.0
1651668596041.1152,-35.0
1651668596041.1172,-42.0
1651668596041.1191,73.0
1651668596041.121,57.0
1651668596041.123,119.0
1651668596041.125,-10.0
1651668596041.127,-38.0
1651668596041.129,-130.0
1651668596041.1309,-56.0
1651668596041.1328,-46.0
1651668596041.1348,75.0
1651668596041.1367,63.0
1651668596041.1387,121.0
1651668596041.1406,22.0
1651668596041.1426,22.0
1651668596041.1445,-104.0
1651668596041.1465,-78.0
1651668596041.1484,-105.0
1651668596041.1504,28.0
1651668596041.1523,42.0
1651668596041.1543,140.0
1651668596041.1562,45.0
1651668596041.1582,12.0
1651668596041.1602,-122.0
1651668596041.162,-87.0
1651668596041.164,-126.0
1651668596041.166,-6.0
1651668596041.168,8.0
1651668596041.17,115.0
1651668596041.1719,57.0
1651668596041.1738,56.0
1651668596041.1758,-74.0
1651668596041.1777,-65.0
1651668596041.1797,-123.0
1651668596041.1816,-29.0
1651668596041.1836,-20.0
1651668596041.1855,104.0
1651668596041.1875,56.0
1651668596041.1895,79.0
1651668596041.1914,-45.0
1651668596041.1934,-50.0
1651668596041.1953,-119.0
1651668596041.1973,-39.0
1651668596041.1992,-42.0
1651668596041.2012,85.0
1651668596041.2031,79.0
1651668596041.205,112.0
1651668596041.207,-21.0
1651668596041.209,-43.0
1651668596041.211,-126.0
1651668596041.213,-40.0
1651668596041.2148,-20.0
1651668596041.2168,111.0
1651668596041.2188,79.0
1651668596041.2207,128.0
1651668596041.2227,15.0
1651668596041.2246,-12.0
1651668596041.2266,-115.0
1651668596041.2285,-53.0
1651668596041.2305,-54.0
1651668596041.2324,71.0
1651668596041.2344,62.0
1651668596041.2363,133.0
1651668596041.2383,31.0
1651668596041.2402,4.0
1651668596041.2422,-111.0
1651668596041.2441,-65.0
1651668596041.246,-82.0
1651668596041.248,33.0
1651668596041.25,46.0
1651668596041.252,139.0
1651668596041.254,46.0
1651668596041.2559,35.0
1651668596041.2578,-87.0
1651668596041.2598,-69.0
1651668596041.2617,-112.0
1651668596041.2637,20.0
1651668596041.2656,38.0
1651668596041.2676,130.0
1651668596041.2695,67.0
1651668596041.2715,63.0
1651668596041.2734,-76.0
1651668596041.2754,-83.0
1651668596041.2773,-144.0
1651668596041.2793,-29.0
1651668596041.2812,4.0
1651668596041.2832,119.0
1651668596041.2852,63.0
1651668596041.287,81.0
1651668596041.289,-46.0
1651668596041.291,-57.0
1651668596041.293,-131.0
1651668596041.295,-35.0
1651668596041.2969,-31.0
1651668596041.2988,101.0
1651668596041.3008,78.0
1651668596041.3027,119.0
1651668596041.3047,-3.0
1651668596041.3066,-20.0
1651668596041.3086,-126.0
1651668596041.3105,-58.0
1651668596041.3125,-46.0
1651668596041.3145,78.0
1651668596041.3164,59.0
1651668596041.3184,118.0
1651668596041.3203,16.0
1651668596041.3223,-2.0
1651668596041.3242,-107.0
1651668596041.3262,-50.0
1651668596041.3281,-64.0
1651668596041.33,71.0
1651668596041.332,81.0
1651668596041.334,141.0
1651668596041.336,20.0
1651668596041.338,13.0
1651668596041.3398,-104.0
1651668596041.3418,-57.0
1651668596041.3438,-74.0
1651668596041.3457,42.0
1651668596041.3477,56.0
1651668596041.3496,141.0
1651668596041.3516,42.0
1651668596041.3535,8.0
1651668596041.3555,-90.0
1651668596041.3574,-71.0
1651668596041.3594,-109.0
1651668596041.3613,15.0
1651668596041.3633,33.0
1651668596041.3652,125.0
1651668596041.3672,45.0
1651668596041.3691,41.0
1651668596041.371,-80.0
1651668596041.373,-65.0
1651668596041.375,-120.0
1651668596041.377,-21.0
1651668596041.379,5.0
1651668596041.3809,136.0
1651668596041.3828,78.0
1651668596041.3848,68.0
1651668596041.3867,-71.0
1651668596041.3887,-67.0
1651668596041.3906,-136.0
1651668596041.3926,-46.0
1651668596041.3945,-40.0
1651668596041.3965,97.0
1651668596041.3984,74.0
1651668596041.4004,110.0
1651668596041.4023,-10.0
1651668596041.4043,-23.0
1651668596041.4062,-122.0
1651668596041.4082,-49.0
1651668596041.4102,-40.0
1651668596041.412,88.0
1651668596041.414,78.0
1651668596041.416,144.0
1651668596041.418,15.0
1651668596041.42,-12.0
1651668596041.4219,-127.0
1651668596041.4238,-72.0
1651668596041.4258,-79.0
1651668596041.4277,60.0
1651668596041.4297,55.0
1651668596041.4316,121.0
1651668596041.4336,35.0
1651668596041.4355,22.0
1651668596041.4375,-112.0
1651668596041.4395,-64.0
1651668596041.4414,-94.0
1651668596041.4434,24.0
1651668596041.4453,53.0
1651668596041.4473,141.0
1651668596041.4492,55.0
1651668596041.4512,31.0
1651668596041.4531,-96.0
1651668596041.455,-75.0
1651668596041.457,-112.0
1651668596041.459,13.0
1651668596041.461,27.0
1651668596041.463,128.0
1651668596041.4648,66.0
1651668596041.4668,59.0
1651668596041.4688,-94.0
1651668596041.4707,-82.0
1651668596041.4727,-111.0
1651668596041.4746,-9.0
1651668596041.4766,-10.0
1651668596041.4785,96.0
1651668596041.4805,42.0
1651668596041.4824,57.0
1651668596041.4844,-69.0
1651668596041.4863,-71.0
1651668596041.4883,-145.0
1651668596041.4902,-45.0
1651668596041.4922,-23.0
1651668596041.4941,93.0
1651668596041.496,59.0
1651668596041.498,86.0
1651668596041.5,-40.0
1651668596041.502,-56.0
1651668596041.504,-158.0
1651668596041.5059,-83.0
1651668596041.5078,-57.0
1651668596041.5098,78.0
1651668596041.5117,66.0
1651668596041.5137,117.0
1651668596041.5156,-2.0
1651668596041.5176,-17.0
1651668596041.5195,-123.0
1651668596041.5215,-60.0
1651668596041.5234,-71.0
1651668596041.5254,42.0
1651668596041.5273,44.0
1651668596041.5293,125.0
1651668596041.5312,26.0
1651668596041.5332,9.0
1651668596041.5352,-108.0
1651668596041.537,-76.0
1651668596041.539,-108.0
1651668596041.541,27.0
1651668596041.543,60.0
1651668596041.545,144.0
1651668596041.5469,38.0
1651668596041.5488,35.0
1651668596041.5508,-94.0
1651668596041.5527,-76.0
1651668596041.5547,-118.0
1651668596041.5566,-6.0
1651668596041.5586,30.0
1651668596041.5605,141.0
1651668596041.5625,71.0
1651668596041.5645,62.0
1651668596041.5664,-64.0
1651668596041.5684,-40.0
1651668596041.5703,-111.0
1651668596041.5723,-20.0
1651668596041.5742,13.0
1651668596041.5762,125.0
1651668596041.5781,37.0
1651668596041.58,35.0
1651668596041.582,-80.0
1651668596041.584,-61.0
1651668596041.586,-123.0
1651668596041.588,-34.0
1651668596041.5898,-14.0
1651668596041.5918,106.0
1651668596041.5938,67.0
1651668596041.5957,90.0
1651668596041.5977,-39.0
1651668596041.5996,-45.0
1651668596041.6016,-137.0
1651668596041.6035,-53.0
1651668596041.6055,-42.0
1651668596041.6074,96.0
1651668596041.6094,85.0
1651668596041.6113,129.0
1651668596041.6133,2.0
1651668596041.6152,-21.0
1651668596041.6172,-130.0
1651668596041.6191,-56.0
1651668596041.621,-61.0
1651668596041.623,64.0
1651668596041.625,64.0
1651668596041.627,132.0
1651668596041.629,31.0
1651668596041.6309,5.0
1651668596041.6328,-104.0
1651668596041.6348,-63.0
1651668596041.6367,-83.0
1651668596041.6387,50.0
1651668596041.6406,49.0
1651668596041.6426,126.0
1651668596041.6445,38.0
1651668596041.6465,46.0
1651668596041.6484,-74.0
1651668596041.6504,-53.0
1651668596041.6523,-96.0
1651668596041.6543,0.0
1651668596041.6562,19.0
1651668596041.6582,141.0
1651668596041.6602,90.0
1651668596041.662,73.0
1651668596041.664,-60.0
1651668596041.666,-53.0
1651668596041.668,-100.0
1651668596041.67,6.0
1651668596041.6719,16.0
1651668596041.6738,115.0
1651668596041.6758,64.0
1651668596041.6777,85.0
1651668596041.6797,-49.0
1651668596041.6816,-57.0
1651668596041.6836,-119.0
1651668596041.6855,-10.0
1651668596041.6875,-2.0
1651668596041.6895,107.0
1651668596041.6914,78.0
1651668596041.6934,110.0
1651668596041.6953,-25.0
1651668596041.6973,-54.0
1651668596041.6992,-147.0
1651668596041.7012,-63.0
1651668596041.7031,-61.0
1651668596041.705,68.0
1651668596041.707,57.0
1651668596041.709,107.0
1651668596041.711,-18.0
1651668596041.713,-46.0
1651668596041.7148,-144.0
1651668596041.7168,-64.0
1651668596041.7188,-57.0
1651668596041.7207,67.0
1651668596041.7227,56.0
1651668596041.7246,124.0
1651668596041.7266,12.0
1651668596041.7285,-3.0
1651668596041.7305,-111.0
1651668596041.7324,-78.0
1651668596041.7344,-104.0
1651668596041.7363,38.0
1651668596041.7383,44.0
1651668596041.7402,122.0
1651668596041.7422,53.0
1651668596041.7441,42.0
1651668596041.746,-80.0
1651668596041.748,-50.0
1651668596041.75,-100.0
1651668596041.752,9.0
1651668596041.754,38.0
1651668596041.7559,140.0
1651668596041.7578,66.0
1651668596041.7598,49.0
1651668596041.7617,-68.0
1651668596041.7637,-60.0
1651668596041.7656,-122.0
1651668596041.7676,-13.0
1651668596041.7695,11.0
1651668596041.7715,126.0
1651668596041.7734,78.0
1651668596041.7754,89.0
1651668596041.7773,-47.0
1651668596041.7793,-50.0
1651668596041.7812,-108.0
1651668596041.7832,-6.0
1651668596041.7852,5.0
1651668596041.787,122.0
1651668596041.789,88.0
1651668596041.791,112.0
1651668596041.793,-14.0
1651668596041.795,-32.0
1651668596041.7969,-126.0
1651668596041.7988,-50.0
1651668596041.8008,-42.0
1651668596041.8027,90.0
1651668596041.8047,74.0
1651668596041.8066,104.0
1651668596041.8086,-18.0
1651668596041.8105,-36.0
1651668596041.8125,-137.0
1651668596041.8145,-71.0
1651668596041.8164,-72.0
1651668596041.8184,59.0
1651668596041.8203,57.0
1651668596041.8223,115.0
1651668596041.8242,12.0
1651668596041.8262,1.0
1651668596041.8281,-113.0
1651668596041.83,-67.0
1651668596041.832,-93.0
1651668596041.834,37.0
1651668596041.836,39.0
1651668596041.838,119.0
1651668596041.8398,39.0
1651668596041.8418,22.0
1651668596041.8438,-104.0
1651668596041.8457,-69.0
1651668596041.8477,-93.0
1651668596041.8496,17.0
1651668596041.8516,15.0
1651668596041.8535,118.0
1651668596041.8555,57.0
1651668596041.8574,66.0
1651668596041.8594,-65.0
1651668596041.8613,-64.0
1651668596041.8633,-104.0
1651668596041.8652,8.0
1651668596041.8672,22.0
1651668596041.8691,132.0
1651668596041.871,84.0
1651668596041.873,92.0
1651668596041.875,-43.0
1651668596041.877,-28.0
1651668596041.879,-90.0
1651668596041.8809,-9.0
1651668596041.8828,-2.0
1651668596041.8848,132.0
1651668596041.8867,97.0
1651668596041.8887,110.0
1651668596041.8906,-16.0
1651668596041.8926,-23.0
1651668596041.8945,-129.0
1651668596041.8965,-67.0
1651668596041.8984,-46.0
1651668596041.9004,89.0
1651668596041.9023,73.0
1651668596041.9043,108.0
1651668596041.9062,-13.0
1651668596041.9082,-29.0
1651668596041.9102,-129.0
1651668596041.912,-65.0
1651668596041.914,-65.0
1651668596041.916,74.0
1651668596041.918,57.0
1651668596041.92,101.0
1651668596041.9219,-10.0
1651668596041.9238,-21.0
1651668596041.9258,-129.0
1651668596041.9277,-78.0
1651668596041.9297,-96.0
1651668596041.9316,28.0
1651668596041.9336,44.0
1651668596041.9355,135.0
1651668596041.9375,37.0
1651668596041.9395,20.0
1651668596041.9414,-105.0
1651668596041.9434,-74.0
1651668596041.9453,-102.0
1651668596041.9473,19.0
1651668596041.9492,28.0
1651668596041.9512,117.0
1651668596041.9531,44.0
1651668596041.955,49.0
1651668596041.957,-86.0
1651668596041.959,-72.0
1651668596041.961,-118.0
1651668596041.963,-9.0
1651668596041.9648,19.0
1651668596041.9668,130.0
1651668596041.9688,82.0
1651668596041.9707,97.0
1651668596041.9727,-39.0
1651668596041.9746,-29.0
1651668596041.9766,-105.0
1651668596041.9785,-14.0
1651668596041.9805,2.0
1651668596041.9824,121.0
1651668596041.9844,71.0
1651668596041.9863,99.0
1651668596041.9883,-9.0
1651668596041.9902,-21.0
1651668596041.9922,-109.0
1651668596041.9941,-39.0
1651668596041.996,-53.0
1651668596041.998,93.0
1651668596042.0,99.0
1651668596042.002,144.0
1651668596042.004,15.0
1651668596042.0059,-21.0
1651668596042.0078,-118.0
1651668596042.0098,-54.0
1651668596042.0117,-65.0
1651668596042.0137,60.0
1651668596042.0156,71.0
1651668596042.0176,136.0
1651668596042.0195,17.0
1651668596042.0215,-18.0
1651668596042.0234,-142.0
1651668596042.0254,-86.0
1651668596042.0273,-107.0
1651668596042.0293,27.0
1651668596042.0312,35.0
1651668596042.0332,118.0
1651668596042.0352,37.0
1651668596042.037,28.0
1651668596042.039,-109.0
1651668596042.041,-94.0
1651668596042.043,-131.0
1651668596042.045,-5.0
1651668596042.0469,19.0
1651668596042.0488,106.0
1651668596042.0508,37.0
1651668596042.0527,42.0
1651668596042.0547,-79.0
1651668596042.0566,-80.0
1651668596042.0586,-140.0
1651668596042.0605,-35.0
1651668596042.0625,-9.0
1651668596042.0645,117.0
1651668596042.0664,67.0
1651668596042.0684,42.0
1651668596042.0703,-72.0
1651668596042.0723,-51.0
1651668596042.0742,-123.0
1651668596042.0762,-29.0
1651668596042.0781,-17.0
1651668596042.08,106.0
1651668596042.082,85.0
1651668596042.084,122.0
1651668596042.086,-12.0
1651668596042.088,-36.0
1651668596042.0898,-125.0
1651668596042.0918,-29.0
1651668596042.0938,-23.0
1651668596042.0957,95.0
1651668596042.0977,81.0
1651668596042.0996,124.0
1651668596042.1016,1.0
1651668596042.1035,-24.0
1651668596042.1055,-123.0
1651668596042.1074,-61.0
1651668596042.1094,-57.0
1651668596042.1113,64.0
1651668596042.1133,39.0
1651668596042.1152,118.0
1651668596042.1172,33.0
1651668596042.1191,4.0
1651668596042.121,-118.0
1651668596042.123,-74.0
1651668596042.125,-100.0
1651668596042.127,41.0
1651668596042.129,52.0
1651668596042.1309,129.0
1651668596042.1328,46.0
1651668596042.1348,23.0
1651668596042.1367,-123.0
1651668596042.1387,-102.0
1651668596042.1406,-123.0
1651668596042.1426,6.0
1651668596042.1445,15.0
1651668596042.1465,117.0
1651668596042.1484,56.0
1651668596042.1504,53.0
1651668596042.1523,-89.0
1651668596042.1543,-85.0
1651668596042.1562,-140.0
1651668596042.1582,-21.0
1651668596042.1602,8.0
1651668596042.162,118.0
1651668596042.164,70.0
1651668596042.166,78.0
1651668596042.168,-54.0
1651668596042.17,-69.0
1651668596042.1719,-142.0
1651668596042.1738,-28.0
1651668596042.1758,-21.0
1651668596042.1777,92.0
1651668596042.1797,62.0
1651668596042.1816,86.0
1651668596042.1836,-38.0
1651668596042.1855,-49.0
1651668596042.1875,-140.0
1651668596042.1895,-45.0
1651668596042.1914,-36.0
1651668596042.1934,85.0
1651668596042.1953,63.0
1651668596042.1973,118.0
1651668596042.1992,4.0
1651668596042.2012,-16.0
1651668596042.2031,-104.0
1651668596042.205,-47.0
1651668596042.207,-56.0
1651668596042.209,88.0
1651668596042.211,84.0
1651668596042.213,141.0
1651668596042.2148,27.0
1651668596042.2168,11.0
1651668596042.2188,-105.0
1651668596042.2207,-64.0
1651668596042.2227,-69.0
1651668596042.2246,67.0
1651668596042.2266,59.0
1651668596042.2285,132.0
1651668596042.2305,49.0
1651668596042.2324,30.0
1651668596042.2344,-105.0
1651668596042.2363,-85.0
1651668596042.2383,-118.0
1651668596042.2402,24.0
1651668596042.2422,38.0
1651668596042.2441,128.0
1651668596042.246,57.0
1651668596042.248,44.0
1651668596042.25,-94.0
1651668596042.252,-76.0
1651668596042.254,-125.0
1651668596042.2559,-10.0
1651668596042.2578,-3.0
1651668596042.2598,108.0
1651668596042.2617,56.0
1651668596042.2637,55.0
1651668596042.2656,-76.0
1651668596042.2676,-65.0
1651668596042.2695,-129.0
1651668596042.2715,-31.0
1651668596042.2734,-21.0
1651668596042.2754,93.0
1651668596042.2773,63.0
1651668596042.2793,95.0
1651668596042.2812,-23.0
1651668596042.2832,-45.0
1651668596042.2852,-136.0
1651668596042.287,-49.0
1651668596042.289,-36.0
1651668596042.291,84.0
1651668596042.293,70.0
1651668596042.295,118.0
1651668596042.2969,-9.0
1651668596042.2988,-34.0
1651668596042.3008,-138.0
1651668596042.3027,-74.0
1651668596042.3047,-74.0
1651668596042.3066,68.0
1651668596042.3086,68.0
1651668596042.3105,118.0
1651668596042.3125,28.0
1651668596042.3145,24.0
1651668596042.3164,-98.0
1651668596042.3184,-45.0
1651668596042.3203,-57.0
1651668596042.3223,55.0
1651668596042.3242,62.0
1651668596042.3262,143.0
1651668596042.3281,62.0
1651668596042.33,53.0
1651668596042.332,-79.0
1651668596042.334,-64.0
1651668596042.336,-86.0
1651668596042.338,41.0
1651668596042.3398,44.0
1651668596042.3418,139.0
1651668596042.3438,70.0
1651668596042.3457,60.0
1651668596042.3477,-78.0
1651668596042.3496,-69.0
1651668596042.3516,-126.0
1651668596042.3535,-5.0
1651668596042.3555,6.0
1651668596042.3574,111.0
1651668596042.3594,63.0
1651668596042.3613,82.0
1651668596042.3633,-51.0
1651668596042.3652,-72.0
1651668596042.3672,-160.0
1651668596042.3691,-56.0
1651668596042.371,-27.0
1651668596042.373,106.0
1651668596042.375,81.0
1651668596042.377,114.0
1651668596042.379,-7.0
1651668596042.3809,-31.0
1651668596042.3828,-134.0
1651668596042.3848,-64.0
1651668596042.3867,-50.0
1651668596042.3887,75.0
1651668596042.3906,50.0
1651668596042.3926,106.0
1651668596042.3945,-9.0
1651668596042.3965,-32.0
1651668596042.3984,-137.0
1651668596042.4004,-64.0
1651668596042.4023,-58.0
1651668596042.4043,73.0
1651668596042.4062,67.0
1651668596042.4082,132.0
1651668596042.4102,19.0
1651668596042.412,-6.0
1651668596042.414,-118.0
1651668596042.416,-72.0
1651668596042.418,-87.0
1651668596042.42,45.0
1651668596042.4219,59.0
1651668596042.4238,135.0
1651668596042.4258,39.0
1651668596042.4277,37.0
